Timestamp,bptrp.sm,bptte.x,bptte.y,bptte.z,bpttp.x,bpttp.y,bpttp.z
14040,0,0.0004652325587812811,-0.00012190808774903417,-0.01725468970835209,0.0,0.0,0.0
14050,0,0.0004607862210832536,0.0003672233724500984,-0.017978284507989883,0.0,0.0,0.0
14060,0,0.00021166000806260854,-0.00010550718434387818,-0.01795627735555172,0.0,0.0,0.0
14070,0,-2.857463368854951e-05,-0.00010083462984766811,-0.01793229952454567,0.0,0.0,0.0
14080,0,-0.000505851290654391,-9.405033779330552e-05,-0.017904983833432198,0.0,0.0,0.0
14090,0,0.00043245829874649644,-8.758543117437512e-05,-0.01788378320634365,0.0,0.0,0.0
14100,0,-2.681695877981838e-05,-8.199773583328351e-05,-0.018373899161815643,0.0,0.0,0.0
14110,0,0.00043048159568570554,0.0001502669183537364,-0.01837356574833393,0.0,0.0,0.0
14120,0,0.00042624305933713913,0.00037688593147322536,-0.01837163418531418,0.0,0.0,0.0
14130,0,-2.7093361495644785e-05,0.0003751592885237187,-0.018370188772678375,0.0,0.0,0.0
14140,0,-2.8737935281242244e-05,0.0005964588490314782,-0.01732715405523777,0.0,0.0,0.0
14150,0,-0.00024549325462430716,0.0005942737334407866,-0.017266100272536278,0.0,0.0,0.0
14160,0,-0.00024345031124539673,0.0001561723038321361,-0.017205864191055298,0.0,0.0,0.0
14170,0,-0.0004659197002183646,-6.206740363268182e-05,-0.01714160107076168,0.0,0.0,0.0
14180,0,0.00039835990173742175,-6.19463826296851e-05,-0.017083557322621346,0.0,0.0,0.0
14190,0,0.0003950907848775387,0.0003708830918185413,-0.017877304926514626,0.0,0.0,0.0
14200,0,-4.236419408698566e-05,-5.79919433221221e-05,-0.01785978116095066,0.0,0.0,0.0
14210,0,-4.527542841969989e-05,-8.708758105058223e-05,-0.017840446904301643,0.0,0.0,0.0
14220,0,-4.685224485001527e-05,-0.00011728148820111528,-0.01782011240720749,0.0,0.0,0.0
14230,0,0.00042784443940036,0.0003564514045137912,-0.017800498753786087,0.0,0.0,0.0
14240,0,-0.0002819545625243336,-0.00010684151493478566,-0.01912718452513218,0.0,0.0,0.0
14250,0,-0.00028151352307759225,0.00035732745891436934,-0.019172150641679764,0.0,0.0,0.0
14260,0,0.0004130429879296571,0.00035568646853789687,-0.019214848056435585,0.0,0.0,0.0
14270,0,0.00044305319897830486,0.00034809557837434113,-0.0192558616399765,0.0,0.0,0.0
14280,0,0.0006800118717364967,0.0003517264558468014,-0.01876809634268284,0.0,0.0,0.0
14290,0,-0.0005165531765669584,0.00011216943676117808,-0.01878434047102928,0.0,0.0,0.0
14300,0,-0.00027323831454850733,-0.00012374018842820078,-0.018793484196066856,0.0,0.0,0.0
14310,0,-0.00028506494709290564,-0.00015806751616764814,-0.0188006442040205,0.0,0.0,0.0
14320,0,0.0004610483883880079,0.0008490241598337889,-0.01881357468664646,0.0,0.0,0.0
14330,0,0.0004634420038200915,0.0005965358577668667,-0.018072443082928658,0.0,0.0,0.0
14340,0,0.00022140837972983718,0.0005939553957432508,-0.01803918182849884,0.0,0.0,0.0
14350,0,-1.9615210476331413e-05,0.0005937951500527561,-0.018003594130277634,0.0,0.0,0.0
14360,0,-1.9546307157725096e-05,-0.00012609596888069063,-0.017974156886339188,0.0,0.0,0.0
14370,0,0.0004585951683111489,-0.00012197724572615698,-0.0179444570094347,0.0,0.0,0.0
14380,0,-1.943813003890682e-05,0.0003518360899761319,-0.01835174672305584,0.0,0.0,0.0
14390,0,0.00021646170353051275,0.00035232651862315834,-0.01834244281053543,0.0,0.0,0.0
14400,0,0.00021521894086617976,-0.00010530302824918181,-0.01833203248679638,0.0,0.0,0.0
14410,0,-2.5334573365398683e-05,-0.00010309198114555329,-0.018322380259633064,0.0,0.0,0.0
14420,0,0.00042515728273428977,-0.00010695595847209916,-0.016972476616501808,0.0,0.0,0.0
14430,0,0.00041525534470565617,0.0005845539271831512,-0.01689145714044571,0.0,0.0,0.0
14440,0,0.00041512647294439375,0.0003630736318882555,-0.01680840365588665,0.0,0.0,0.0
14450,0,0.0006476942799054086,0.0003660001966636628,-0.016721876338124275,0.0,0.0,0.0
14460,0,0.0006384301814250648,0.0014495248906314373,-0.016632098704576492,0.0,0.0,0.0
14470,0,0.0006416083197109401,0.000541804067324847,-0.01674041897058487,0.0,0.0,0.0
14480,0,-4.880591404798906e-06,0.0003241485683247447,-0.016660887748003006,0.0,0.0,0.0
14490,0,-2.3676379896642175e-06,-0.00012240326032042503,-0.016576852649450302,0.0,0.0,0.0
14500,0,2.070597020065179e-06,0.0002991419460158795,-0.016495898365974426,0.0,0.0,0.0
14510,0,0.0006523564225062728,0.0003031716914847493,-0.016413796693086624,0.0,0.0,0.0
14520,0,0.00043562924838624895,0.0003095133288297802,-0.0182602871209383,0.0,0.0,0.0
14530,0,-2.6388897822471336e-07,-0.00012567629164550453,-0.01828133873641491,0.0,0.0,0.0
14540,0,-8.967143912741449e-06,-0.00016962079098448157,-0.018301397562026978,0.0,0.0,0.0
14550,0,-1.901983341667801e-05,-0.0002153294044546783,-0.018320869654417038,0.0,0.0,0.0
14560,0,-3.101073161815293e-05,-0.00025881335022859275,-0.019042501226067543,0.0,0.0,0.0
14570,0,-0.0005487677990458906,-0.0002463540877215564,-0.019102318212389946,0.0,0.0,0.0
14580,0,-0.0005499005783349276,-0.0004882029606960714,-0.019162045791745186,0.0,0.0,0.0
14590,0,-0.0002867017756216228,0.00028316141106188297,-0.019230922684073448,0.0,0.0,0.0
14600,0,-4.7138553782133386e-05,0.000283547182334587,-0.01929318904876709,0.0,0.0,0.0
14610,0,-4.4724554754793644e-05,-0.0002088448964059353,-0.01834557205438614,0.0,0.0,0.0
14620,0,-4.253486986272037e-05,0.00026357901515439153,-0.018345758318901062,0.0,0.0,0.0
14630,0,0.0004400222678668797,0.0002676956355571747,-0.01834290660917759,0.0,0.0,0.0
14640,0,-2.7340574888512492e-05,0.0002722634526435286,-0.018339842557907104,0.0,0.0,0.0
14650,0,-2.5279561668867245e-05,3.6108547647017986e-05,-0.01833460107445717,0.0,0.0,0.0
14660,0,-0.00025350353098474443,-0.0001875660236692056,-0.018641671165823936,0.0,0.0,0.0
14670,0,-0.00024408013268839568,5.2241841331124306e-05,-0.018656697124242783,0.0,0.0,0.0
14680,0,-0.0002423598780296743,-0.00016680025146342814,-0.018671469762921333,0.0,0.0,0.0
14690,0,0.000446310150437057,-0.00016245801816694438,-0.018689261749386787,0.0,0.0,0.0
