Timestamp,bptrp.sm,bptrp.x,bptrp.y,bptrp.z,bptte.x,bptte.y,bptte.z
577741,0,0.5136755704879761,-1.178514003753662,-0.30159154534339905,-0.7023419737815857,2.1598594188690186,0.30159154534339905
577751,0,0.5136549472808838,-1.1785225868225098,-0.3015443980693817,-0.6984668970108032,2.160658359527588,0.3015443980693817
577761,0,0.5133432149887085,-1.1786227226257324,-0.30220258235931396,-0.6943084001541138,2.1615278720855713,0.30220258235931396
577771,0,0.5133061408996582,-1.1786376237869263,-0.3021986484527588,-0.6903924942016602,2.162299156188965,0.3021986484527588
577781,0,0.5136810541152954,-1.1785012483596802,-0.3021904230117798,-0.6868934035301208,2.1628990173339844,0.3021904230117798
577791,0,0.5136665105819702,-1.1785106658935547,-0.30218419432640076,-0.6829732656478882,2.1636314392089844,0.30218419432640076
577801,0,0.5137714147567749,-1.1788170337677002,-0.30217841267585754,-0.6791861057281494,2.1646389961242676,0.30217841267585754
577811,0,0.5137606859207153,-1.178844928741455,-0.30211976170539856,-0.6752521991729736,2.1653552055358887,0.30211976170539856
577821,0,0.5137643814086914,-1.1787865161895752,-0.30210447311401367,-0.671334981918335,2.1659655570983887,0.30210447311401367
577831,0,0.5137546062469482,-1.1788121461868286,-0.3020925223827362,-0.6673682332038879,2.16664719581604,0.3020925223827362
577841,0,0.5138536691665649,-1.1790350675582886,-0.30207544565200806,-0.6635388135910034,2.1675028800964355,0.30207544565200806
577852,0,0.5137618780136108,-1.1787567138671875,-0.30206099152565,-0.6589462757110596,2.167926788330078,0.30206099152565
577861,0,0.5137502551078796,-1.1787770986557007,-0.30205047130584717,-0.6555078625679016,2.1684658527374268,0.30205047130584717
577871,0,0.5137362480163574,-1.178798794746399,-0.30204054713249207,-0.6515024900436401,2.169074535369873,0.30204054713249207
577881,0,0.5136479735374451,-1.1784988641738892,-0.302030086517334,-0.6474381685256958,2.1693406105041504,0.302030086517334
577891,0,0.513628363609314,-1.1785029172897339,-0.3020194172859192,-0.6434167623519897,2.1698966026306152,0.3020194172859192
577901,0,0.5133494138717651,-1.1785986423492432,-0.3029293417930603,-0.6391335725784302,2.1705260276794434,0.3029293417930603
577911,0,0.5133153200149536,-1.178606390953064,-0.30297234654426575,-0.6350746154785156,2.1710519790649414,0.30297234654426575
577921,0,0.513626217842102,-1.1784995794296265,-0.3030118942260742,-0.6313725709915161,2.1714437007904053,0.3030118942260742
577931,0,0.5136086940765381,-1.1785027980804443,-0.30305132269859314,-0.6273211240768433,2.1719300746917725,0.30305132269859314
577941,0,0.5137180089950562,-1.178809642791748,-0.3030892610549927,-0.6233932971954346,2.1727025508880615,0.3030892610549927
577951,0,0.5136973857879639,-1.1788257360458374,-0.3013160824775696,-0.6193205714225769,2.1731679439544678,0.3013160824775696
577961,0,0.5136023163795471,-1.1785073280334473,-0.3012515902519226,-0.6151772737503052,2.173280715942383,0.3012515902519226
577971,0,0.5135825872421265,-1.1785107851028442,-0.3011879026889801,-0.6110883951187134,2.173699378967285,0.3011879026889801
577981,0,0.5138980746269226,-1.178404450416565,-0.30112043023109436,-0.6073448657989502,2.173989772796631,0.30112043023109436
577991,0,0.5138992071151733,-1.1784045696258545,-0.30236172676086426,-0.6032589673995972,2.1743714809417725,0.30236172676086426
578001,0,0.5139884352684021,-1.1786909103393555,-0.3023656904697418,-0.5992822647094727,2.1750197410583496,0.3023656904697418
578011,0,0.5139893293380737,-1.178705096244812,-0.30237698554992676,-0.5951879024505615,2.1753809452056885,0.30237698554992676
578021,0,0.5136359333992004,-1.1785029172897339,-0.3023880422115326,-0.5907505750656128,2.175507068634033,0.3023880422115326
578031,0,0.5136172771453857,-1.1785062551498413,-0.3024015724658966,-0.5866239070892334,2.175823211669922,0.3024015724658966
578041,0,0.5133156180381775,-1.1783350706100464,-0.3031281530857086,-0.5822308659553528,2.1759462356567383,0.3031281530857086
578051,0,0.513278067111969,-1.1783294677734375,-0.3031790852546692,-0.5780735611915588,2.1762189865112305,0.3031790852546692
578061,0,0.5136375427246094,-1.1785016059875488,-0.30322638154029846,-0.5743334293365479,2.1766510009765625,0.30322638154029846
578071,0,0.51361483335495,-1.1785069704055786,-0.30327287316322327,-0.5701842308044434,2.1769003868103027,0.30327287316322327
578081,0,0.5135407447814941,-1.1782392263412476,-0.3024084270000458,-0.5659949779510498,2.17685866355896,0.3024084270000458
578091,0,0.5135105848312378,-1.1782296895980835,-0.3024044930934906,-0.5618459582328796,2.177058219909668,0.3024044930934906
578102,0,0.5136135816574097,-1.1785110235214233,-0.3023986518383026,-0.5572835206985474,2.1775550842285156,0.3023986518383026
578111,0,0.5137025117874146,-1.178781509399414,-0.3023912012577057,-0.5537792444229126,2.1779768466949463,0.3023912012577057
