Timestamp,bptrp.sm,bptrp.x,bptrp.y,bptrp.z,bpttp.x,bpttp.y,bpttp.z
33951,0,-0.00546859297901392,-0.0004887550021521747,0.015484441071748734,-0.055740874260663986,-0.9984403848648071,0.0
33961,0,-0.005564482416957617,-0.0005042465054430068,0.015386458486318588,-0.051610685884952545,-0.9986637234687805,0.0
33971,0,-0.005430258344858885,-0.00047825658111833036,0.015296227298676968,-0.047499723732471466,-0.9988687038421631,0.0
33981,0,-0.005521783605217934,-0.0004951372975483537,0.015194237232208252,-0.04334751144051552,-0.9990583062171936,0.0
33991,0,-0.005400676280260086,-0.0004685826424974948,0.015963196754455566,-0.039240773767232895,-0.9992285966873169,0.0
34001,0,-0.005486634094268084,-0.00048434321070089936,0.015909915789961815,-0.03510092943906784,-0.9993830323219299,0.0
34011,0,-0.0037447037175297737,-0.00046695719356648624,0.015871115028858185,-0.030973894521594048,-0.9995197057723999,0.0
34021,0,-0.0037208336871117353,-0.00048142217565327883,0.015819579362869263,-0.026831408962607384,-0.9996396899223328,0.0
34031,0,-0.003989665303379297,-0.0004504233365878463,0.01772448979318142,-0.02269945852458477,-0.9997422099113464,0.0
34041,0,-0.003982974216341972,-0.0004622682463377714,0.017796093598008156,-0.01854594238102436,-0.9998279213905334,0.0
34051,0,-0.003997680731117725,-0.00044447279651649296,0.017874447628855705,-0.014420694671571255,-0.9998959898948669,0.0
34061,0,-0.003991618752479553,-0.0004568413132801652,0.017946496605873108,-0.010263953357934952,-0.9999473094940186,0.0
34071,0,-0.004664971958845854,-0.00043984167859889567,0.018019331619143486,-0.006134157534688711,-0.999981164932251,0.0
34081,0,-0.004702915903180838,-0.0004437854513525963,0.01899988204240799,-0.0019801007583737373,-0.9999980330467224,0.0
34091,0,-0.004012887831777334,-0.0004446770763024688,0.019125789403915405,0.00215406552888453,-0.9999976754188538,0.0
34101,0,-0.004008458461612463,-0.00045291861169971526,0.01924853026866913,0.006306203082203865,-0.999980092048645,0.0
34111,0,-0.004689531866461039,-0.00043915282003581524,0.01937427558004856,0.010441696271300316,-0.9999454617500305,0.0
34121,0,-0.00472750561311841,-0.0004598984669428319,0.01792515441775322,0.014591728337109089,-0.9998934864997864,0.0
34131,0,-0.0037753041833639145,-0.00046129239490255713,0.017951617017388344,0.018722645938396454,-0.9998246431350708,0.0
34141,0,-0.003756210207939148,-0.0004680684651248157,0.01797286607325077,0.022876102477312088,-0.9997381567955017,0.0
34151,0,-0.004500771407037973,-0.0004675597883760929,0.017998363822698593,0.027000360190868378,-0.9996351599693298,0.0
34161,0,-0.004530557431280613,-0.000472253595944494,0.01802074909210205,0.031152283772826195,-0.9995141625404358,0.0
34171,0,-0.0037751304917037487,-0.0004670522757805884,0.017572807148098946,0.035277318209409714,-0.9993767738342285,0.0
34181,0,-0.0037580886855721474,-0.00047325974446721375,0.01756630279123783,0.03941705450415611,-0.9992216229438782,0.0
34191,0,-0.004771803505718708,-0.0004730044456664473,0.017562730237841606,0.043536022305488586,-0.9990500807762146,0.0
34201,0,-0.004814517218619585,-0.00048109545605257154,0.017554793506860733,0.04767574742436409,-0.998860239982605,0.0
34211,0,-0.0055924467742443085,-0.00048228981904685497,0.017541710287332535,0.0517837218940258,-0.9986547231674194,0.0
34221,0,-0.004802464507520199,-0.0004905540263280272,0.016406947746872902,0.055917542427778244,-0.9984304904937744,0.0
34231,0,-0.004520464688539505,-0.0004799582820851356,0.01634419523179531,0.06001909449696541,-0.998190701007843,0.0
34241,0,-0.003813974093645811,-0.0004849522083532065,0.016276156529784203,0.0641506016254425,-0.9979316592216492,0.0
34251,0,-0.004737961106002331,-0.0004849796532653272,0.01621164381504059,0.06823986768722534,-0.9976579546928406,0.0
34261,0,-0.004774486180394888,-0.0004883200163021684,0.016508230939507484,0.07234996557235718,-0.997365415096283,0.0
34271,0,-0.004043825436383486,-0.0004869989352300763,0.016459835693240166,0.07643811404705048,-0.9970570206642151,0.0
34281,0,-0.00404084799811244,-0.0004937935154885054,0.016406984999775887,0.08054269105195999,-0.9967297911643982,0.0
34291,0,-0.004804023075848818,-0.000491154205519706,0.016354145482182503,0.0846172571182251,-0.9963874220848083,0.0
34301,0,-0.00484458776190877,-0.0004967838176526129,0.01629967987537384,0.08872171491384506,-0.9960248470306396,0.0
34312,0,-0.004885892383754253,-0.000497652858030051,0.01696179248392582,0.09330912679433823,-0.9955984354019165,0.0
34321,0,-0.0060122692957520485,-0.0004896080936305225,0.016938550397753716,0.09684822708368301,-0.9952540993690491,0.0
34332,0,-0.006116774864494801,-0.0004977370263077319,0.016919082030653954,0.10143683850765228,-0.9947876334190369,0.0
34342,0,-0.0040727294981479645,-0.0004968442372046411,0.016929687932133675,0.10496409982442856,-0.9944136142730713,0.0
34352,0,-0.005753576755523682,-0.0004896771279163659,0.01695084571838379,0.10953576862812042,-0.9939086437225342,0.0
34362,0,-0.0037742082495242357,-0.0004927960690110922,0.016952306032180786,0.11305392533540726,-0.9935044646263123,0.0
34372,0,-0.004059456288814545,-0.0004760115407407284,0.016942819580435753,0.11708083748817444,-0.9930250644683838,0.0
34381,0,-0.004051309544593096,-0.00048607619828544557,0.016929438337683678,0.12110528349876404,-0.9925280213356018,0.0
34392,0,-0.004585179500281811,-0.0007448177202604711,0.016917921602725983,0.12512047588825226,-0.9920139908790588,0.0
34402,0,-0.004607013426721096,-0.0007651374908164144,0.01735606975853443,0.1291399896144867,-0.9914812445640564,0.0
34412,0,-0.004834073130041361,-0.00047844299115240574,0.017365658655762672,0.133132204413414,-0.990933895111084,0.0
34421,0,-0.0048683336935937405,-0.00048605515621602535,0.017374513670802116,0.13713087141513824,-0.9903673529624939,0.0
34431,0,-0.005648935679346323,-0.00048443753621540964,0.01737961731851101,0.14109721779823303,-0.9897871613502502,0.0
34442,0,-0.005727385636419058,-0.000491586048156023,0.017387034371495247,0.1450895369052887,-0.9891846179962158,0.0
