Timestamp,bptrp.sm,bptrp.x,bptrp.y,bptrp.z,bptte.x,bptte.y,bptte.z
28465,0,0.0017625328619033098,-0.0007640226394869387,0.019674202427268028,-0.323454350233078,-0.3416217863559723,-0.019674202427268028
28475,0,0.0017856968333944678,-0.0007611184846609831,0.01968420296907425,-0.3368687033653259,-0.358257532119751,-0.01968420296907425
28485,0,0.0002030920295510441,-0.0007688412442803383,0.019696669653058052,-0.3482517898082733,-0.37476587295532227,-0.019696669653058052
28495,0,0.0012273469474166632,-0.0007710590143688023,0.01941675879061222,-0.36181336641311646,-0.39117535948753357,-0.01941675879061222
28505,0,0.00029164901934564114,-0.0007672065403312445,0.0194111131131649,-0.372944176197052,-0.4074462056159973,-0.0194111131131649
28515,0,0.0012105174828320742,-0.00033060499117709696,0.019407782703638077,-0.3854672908782959,-0.4240315556526184,-0.019407782703638077
28525,0,0.00034317164681851864,-0.0007768264622427523,0.019402509555220604,-0.39571937918663025,-0.4396001994609833,-0.019402509555220604
28535,0,0.0011577551485970616,-0.0007771848468109965,0.019397711381316185,-0.40715456008911133,-0.4554758071899414,-0.019397711381316185
28545,0,0.0015585949877277017,-0.00038092746399343014,0.01839752122759819,-0.4176616072654724,-0.471600741147995,-0.01839752122759819
28555,0,0.0015460826689377427,-0.000760407536290586,0.018335293978452682,-0.42723652720451355,-0.486811101436615,-0.018335293978452682
28565,0,6.386727909557521e-05,-0.0007571654277853668,0.018273647874593735,-0.43480604887008667,-0.5022535920143127,-0.018273647874593735
28575,0,1.6604899428784847e-05,-0.0007603668491356075,0.01820811629295349,-0.4432471990585327,-0.5175045728683472,-0.01820811629295349
28585,0,0.00115468620788306,-0.0007580738747492433,0.018904292955994606,-0.45233213901519775,-0.5326302647590637,-0.018904292955994606
28595,0,0.001158753759227693,-0.0007630455074831843,0.018881486728787422,-0.45969733595848083,-0.5475480556488037,-0.018881486728787422
28605,0,0.0015225387178361416,-0.0007501778309233487,0.018858542665839195,-0.4668533205986023,-0.5623300671577454,-0.018858542665839195
28615,0,0.0015464011812582612,-0.0007572632166557014,0.018834376707673073,-0.47307825088500977,-0.5769051313400269,-0.018834376707673073
28625,0,0.0015712168533354998,-0.0007645630976185203,0.01880800724029541,-0.47870850563049316,-0.5912948250770569,-0.01880800724029541
28635,0,0.001598335336893797,-0.0007736864499747753,0.018453141674399376,-0.48374390602111816,-0.6055082678794861,-0.018453141674399376
28645,0,0.0007805401110090315,-0.0007707886979915202,0.01840822771191597,-0.48732230067253113,-0.6195303797721863,-0.01840822771191597
28655,0,0.0015145906945690513,-0.0007630803156644106,0.018361221998929977,-0.49184390902519226,-0.6333796977996826,-0.018361221998929977
28665,0,0.0015425746096298099,-0.0007706716423854232,0.018313618376851082,-0.49503692984580994,-0.6469987630844116,-0.018313618376851082
28675,0,0.001571378787048161,-0.0007783268811181188,0.01826763153076172,-0.4976096451282501,-0.6604194045066833,-0.01826763153076172
28685,0,0.001600433373823762,-0.0007854231516830623,0.018534474074840546,-0.4995567500591278,-0.673632025718689,-0.018534474074840546
28695,0,0.0016308247577399015,-0.0007940457435324788,0.0185092743486166,-0.5008764863014221,-0.6866247653961182,-0.0185092743486166
28705,0,0.0015976408030837774,-0.0003467660862952471,0.018487175926566124,-0.5015035271644592,-0.6998676657676697,-0.018487175926566124
28715,0,0.0015692373272031546,-0.00075106619624421,0.018466610461473465,-0.5015043616294861,-0.7120271921157837,-0.018466610461473465
28725,0,0.0015918731223791838,-0.0007575094932690263,0.019110051915049553,-0.5009256601333618,-0.724365234375,-0.019110051915049553
28735,0,0.0016139084473252296,-0.0007658297545276582,0.019130965694785118,-0.4997159540653229,-0.7364752888679504,-0.019130965694785118
28745,0,-0.0001363724295515567,-0.0007679530535824597,0.019155392423272133,-0.4961056411266327,-0.7483562231063843,-0.019155392423272133
28755,0,0.001484064618125558,-0.0007533838506788015,0.01918971911072731,-0.4952411651611328,-0.7600126266479492,-0.01918971911072731
28765,0,0.0014791653957217932,-0.00035959179513156414,0.019211426377296448,-0.4921281933784485,-0.7718108892440796,-0.019211426377296448
28775,0,0.0014967253664508462,-0.0003469630901236087,0.019575556740164757,-0.488415390253067,-0.7829939723014832,-0.019575556740164757
28785,0,0.0015179028268903494,-0.00033552321838214993,0.019617151468992233,-0.4840950667858124,-0.7939192652702332,-0.019617151468992233
28795,0,0.0014955158112570643,-0.0007361678290180862,0.019657941535115242,-0.4791248142719269,-0.8041774034500122,-0.019657941535115242
28805,0,0.0003088343364652246,-0.0003402882139198482,0.019699323922395706,-0.47238466143608093,-0.8149851560592651,-0.019699323922395706
28815,0,0.0014083657879382372,-0.0007060431526042521,0.01974494569003582,-0.4673350751399994,-0.8247740864753723,-0.01974494569003582
28825,0,0.00066521973349154,-0.0007018857868388295,0.01944585144519806,-0.4598580002784729,-0.8346682786941528,-0.01944585144519806
28835,0,0.0010054868180304766,-0.0006977507728151977,0.019464028999209404,-0.4528789222240448,-0.8443073630332947,-0.019464028999209404
28845,0,0.0010008751414716244,-0.0007060293573886156,0.019479185342788696,-0.4449913203716278,-0.8536593317985535,-0.019479185342788696
28855,0,0.0013406967045739293,-0.0003681768721435219,0.019493907690048218,-0.4368884563446045,-0.863088071346283,-0.019493907690048218
28865,0,0.0013548415154218674,-0.00036244685179553926,0.017929427325725555,-0.4279049336910248,-0.8719182014465332,-0.017929427325725555
28875,0,0.00032845683745108545,-0.0007065180689096451,0.01784506067633629,-0.41734030842781067,-0.880125105381012,-0.01784506067633629
28885,0,0.0010431807022541761,-0.000710081949364394,0.01776207610964775,-0.40800127387046814,-0.8883855938911438,-0.01776207610964775
28895,0,0.0013611451722681522,-0.00039261975325644016,0.017673613503575325,-0.3977434039115906,-0.896693766117096,-0.017673613503575325
28905,0,0.0013761816080659628,-0.0003833192749880254,0.0175833310931921,-0.38668468594551086,-0.9044090509414673,-0.0175833310931921
28915,0,0.001388736767694354,-0.0003711520694196224,0.018597638234496117,-0.3751423954963684,-0.9118386507034302,-0.018597638234496117
28925,0,0.0014036569045856595,-0.0003622835502028465,0.01857472024857998,-0.36312079429626465,-0.9189834594726562,-0.01857472024857998
28935,0,0.001419164938852191,-0.0003534585703164339,0.018551407381892204,-0.35065391659736633,-0.925832211971283,-0.018551407381892204
28945,0,0.0014001572271808982,-0.0007465510861948133,0.01852896437048912,-0.33770379424095154,-0.9319912195205688,-0.01852896437048912
28955,0,0.001415072474628687,-0.0007569458684884012,0.019628657028079033,-0.32436603307724,-0.9382373094558716,-0.019628657028079033
28965,0,0.0014330848352983594,-0.0007719893474131823,0.01967811957001686,-0.3106328547000885,-0.9441787600517273,-0.01967811957001686
28975,0,0.0014511169865727425,-0.0007883376674726605,0.019727934151887894,-0.29649779200553894,-0.9498259425163269,-0.019727934151887894
28985,0,0.0014691220130771399,-0.0008055220823734999,0.01977866142988205,-0.28200289607048035,-0.955167829990387,-0.01977866142988205
28995,0,-0.0002656224532984197,-0.00035987625597044826,0.0198343675583601,-0.2653888165950775,-0.9606755375862122,-0.0198343675583601
29005,0,0.0011013653129339218,-0.0003674450854305178,0.01857050321996212,-0.25154775381088257,-0.9654247760772705,-0.01857050321996212
29015,0,-0.00010227386519545689,-0.0007770340307615697,0.018544020131230354,-0.23480673134326935,-0.9694712162017822,-0.018544020131230354
29025,0,0.0014369883574545383,-0.0003965926880482584,0.018530139699578285,-0.2205290049314499,-0.9739968776702881,-0.018530139699578285
29035,0,7.242422270792304e-06,-0.0007534166215918958,0.018514782190322876,-0.20299559831619263,-0.9774805903434753,-0.018514782190322876
29045,0,0.00141784583684057,-0.0007411642582155764,0.01850578747689724,-0.18805693089962006,-0.9810224175453186,-0.01850578747689724
29055,0,0.0014394912868738174,-0.0007542515522800386,0.01871449314057827,-0.17148686945438385,-0.9842308163642883,-0.01871449314057827
